image,bodymesh,top,bottom,left,right,sentence,seg,mask,texture
/home/datasets/fullbody_train_sample/image/00013.png,/home/datasets/fullbody_train_sample/bodymesh/0012.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0012.png,/home/datasets/fullbody_train_sample/mask/0012.png,/home/datasets/fullbody_train_sample/texture/0012.png
/home/datasets/fullbody_train_sample/image/00014.png,/home/datasets/fullbody_train_sample/bodymesh/0013.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0013.png,/home/datasets/fullbody_train_sample/mask/0013.png,/home/datasets/fullbody_train_sample/texture/0013.png
/home/datasets/fullbody_train_sample/image/00015.png,/home/datasets/fullbody_train_sample/bodymesh/0014.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0014.png,/home/datasets/fullbody_train_sample/mask/0014.png,/home/datasets/fullbody_train_sample/texture/0014.png
/home/datasets/fullbody_train_sample/image/00016.png,/home/datasets/fullbody_train_sample/bodymesh/0015.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0015.png,/home/datasets/fullbody_train_sample/mask/0015.png,/home/datasets/fullbody_train_sample/texture/0015.png
/home/datasets/fullbody_train_sample/image/00017.png,/home/datasets/fullbody_train_sample/bodymesh/0016.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0016.png,/home/datasets/fullbody_train_sample/mask/0016.png,/home/datasets/fullbody_train_sample/texture/0016.png
/home/datasets/fullbody_train_sample/image/00018.png,/home/datasets/fullbody_train_sample/bodymesh/0017.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0017.png,/home/datasets/fullbody_train_sample/mask/0017.png,/home/datasets/fullbody_train_sample/texture/0017.png
/home/datasets/fullbody_train_sample/image/00019.png,/home/datasets/fullbody_train_sample/bodymesh/0018.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0018.png,/home/datasets/fullbody_train_sample/mask/0018.png,/home/datasets/fullbody_train_sample/texture/0018.png
/home/datasets/fullbody_train_sample/image/00020.png,/home/datasets/fullbody_train_sample/bodymesh/0019.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0019.png,/home/datasets/fullbody_train_sample/mask/0019.png,/home/datasets/fullbody_train_sample/texture/0019.png
/home/datasets/fullbody_train_sample/image/00021.png,/home/datasets/fullbody_train_sample/bodymesh/0020.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0020.png,/home/datasets/fullbody_train_sample/mask/0020.png,/home/datasets/fullbody_train_sample/texture/0020.png
/home/datasets/fullbody_train_sample/image/00022.png,/home/datasets/fullbody_train_sample/bodymesh/0021.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0021.png,/home/datasets/fullbody_train_sample/mask/0021.png,/home/datasets/fullbody_train_sample/texture/0021.png
/home/datasets/fullbody_train_sample/image/00023.png,/home/datasets/fullbody_train_sample/bodymesh/0022.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0022.png,/home/datasets/fullbody_train_sample/mask/0022.png,/home/datasets/fullbody_train_sample/texture/0022.png
/home/datasets/fullbody_train_sample/image/00024.png,/home/datasets/fullbody_train_sample/bodymesh/0023.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0023.png,/home/datasets/fullbody_train_sample/mask/0023.png,/home/datasets/fullbody_train_sample/texture/0023.png
/home/datasets/fullbody_train_sample/image/00025.png,/home/datasets/fullbody_train_sample/bodymesh/0024.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0024.png,/home/datasets/fullbody_train_sample/mask/0024.png,/home/datasets/fullbody_train_sample/texture/0024.png
/home/datasets/fullbody_train_sample/image/00026.png,/home/datasets/fullbody_train_sample/bodymesh/0025.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0025.png,/home/datasets/fullbody_train_sample/mask/0025.png,/home/datasets/fullbody_train_sample/texture/0025.png
/home/datasets/fullbody_train_sample/image/00027.png,/home/datasets/fullbody_train_sample/bodymesh/0026.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0026.png,/home/datasets/fullbody_train_sample/mask/0026.png,/home/datasets/fullbody_train_sample/texture/0026.png
/home/datasets/fullbody_train_sample/image/00028.png,/home/datasets/fullbody_train_sample/bodymesh/0027.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0027.png,/home/datasets/fullbody_train_sample/mask/0027.png,/home/datasets/fullbody_train_sample/texture/0027.png
/home/datasets/fullbody_train_sample/image/00029.png,/home/datasets/fullbody_train_sample/bodymesh/0028.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0028.png,/home/datasets/fullbody_train_sample/mask/0028.png,/home/datasets/fullbody_train_sample/texture/0028.png
/home/datasets/fullbody_train_sample/image/00030.png,/home/datasets/fullbody_train_sample/bodymesh/0029.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0029.png,/home/datasets/fullbody_train_sample/mask/0029.png,/home/datasets/fullbody_train_sample/texture/0029.png
/home/datasets/fullbody_train_sample/image/00031.png,/home/datasets/fullbody_train_sample/bodymesh/0030.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0030.png,/home/datasets/fullbody_train_sample/mask/0030.png,/home/datasets/fullbody_train_sample/texture/0030.png
/home/datasets/fullbody_train_sample/image/00032.png,/home/datasets/fullbody_train_sample/bodymesh/0031.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0031.png,/home/datasets/fullbody_train_sample/mask/0031.png,/home/datasets/fullbody_train_sample/texture/0031.png
/home/datasets/fullbody_train_sample/image/00033.png,/home/datasets/fullbody_train_sample/bodymesh/0032.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0032.png,/home/datasets/fullbody_train_sample/mask/0032.png,/home/datasets/fullbody_train_sample/texture/0032.png
/home/datasets/fullbody_train_sample/image/00034.png,/home/datasets/fullbody_train_sample/bodymesh/0033.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0033.png,/home/datasets/fullbody_train_sample/mask/0033.png,/home/datasets/fullbody_train_sample/texture/0033.png
/home/datasets/fullbody_train_sample/image/00035.png,/home/datasets/fullbody_train_sample/bodymesh/0034.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0034.png,/home/datasets/fullbody_train_sample/mask/0034.png,/home/datasets/fullbody_train_sample/texture/0034.png
/home/datasets/fullbody_train_sample/image/00036.png,/home/datasets/fullbody_train_sample/bodymesh/0035.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0035.png,/home/datasets/fullbody_train_sample/mask/0035.png,/home/datasets/fullbody_train_sample/texture/0035.png
/home/datasets/fullbody_train_sample/image/00037.png,/home/datasets/fullbody_train_sample/bodymesh/0036.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0036.png,/home/datasets/fullbody_train_sample/mask/0036.png,/home/datasets/fullbody_train_sample/texture/0036.png
/home/datasets/fullbody_train_sample/image/00038.png,/home/datasets/fullbody_train_sample/bodymesh/0037.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0037.png,/home/datasets/fullbody_train_sample/mask/0037.png,/home/datasets/fullbody_train_sample/texture/0037.png
/home/datasets/fullbody_train_sample/image/00039.png,/home/datasets/fullbody_train_sample/bodymesh/0038.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0038.png,/home/datasets/fullbody_train_sample/mask/0038.png,/home/datasets/fullbody_train_sample/texture/0038.png
/home/datasets/fullbody_train_sample/image/00040.png,/home/datasets/fullbody_train_sample/bodymesh/0039.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0039.png,/home/datasets/fullbody_train_sample/mask/0039.png,/home/datasets/fullbody_train_sample/texture/0039.png
/home/datasets/fullbody_train_sample/image/00041.png,/home/datasets/fullbody_train_sample/bodymesh/0040.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0040.png,/home/datasets/fullbody_train_sample/mask/0040.png,/home/datasets/fullbody_train_sample/texture/0040.png
/home/datasets/fullbody_train_sample/image/00042.png,/home/datasets/fullbody_train_sample/bodymesh/0041.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0041.png,/home/datasets/fullbody_train_sample/mask/0041.png,/home/datasets/fullbody_train_sample/texture/0041.png
/home/datasets/fullbody_train_sample/image/00043.png,/home/datasets/fullbody_train_sample/bodymesh/0042.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0042.png,/home/datasets/fullbody_train_sample/mask/0042.png,/home/datasets/fullbody_train_sample/texture/0042.png
/home/datasets/fullbody_train_sample/image/00044.png,/home/datasets/fullbody_train_sample/bodymesh/0043.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0043.png,/home/datasets/fullbody_train_sample/mask/0043.png,/home/datasets/fullbody_train_sample/texture/0043.png
/home/datasets/fullbody_train_sample/image/00045.png,/home/datasets/fullbody_train_sample/bodymesh/0044.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0044.png,/home/datasets/fullbody_train_sample/mask/0044.png,/home/datasets/fullbody_train_sample/texture/0044.png
/home/datasets/fullbody_train_sample/image/00046.png,/home/datasets/fullbody_train_sample/bodymesh/0045.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0045.png,/home/datasets/fullbody_train_sample/mask/0045.png,/home/datasets/fullbody_train_sample/texture/0045.png
/home/datasets/fullbody_train_sample/image/00047.png,/home/datasets/fullbody_train_sample/bodymesh/0046.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0046.png,/home/datasets/fullbody_train_sample/mask/0046.png,/home/datasets/fullbody_train_sample/texture/0046.png
/home/datasets/fullbody_train_sample/image/00048.png,/home/datasets/fullbody_train_sample/bodymesh/0047.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0047.png,/home/datasets/fullbody_train_sample/mask/0047.png,/home/datasets/fullbody_train_sample/texture/0047.png
/home/datasets/fullbody_train_sample/image/00049.png,/home/datasets/fullbody_train_sample/bodymesh/0048.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0048.png,/home/datasets/fullbody_train_sample/mask/0048.png,/home/datasets/fullbody_train_sample/texture/0048.png
/home/datasets/fullbody_train_sample/image/00050.png,/home/datasets/fullbody_train_sample/bodymesh/0049.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0049.png,/home/datasets/fullbody_train_sample/mask/0049.png,/home/datasets/fullbody_train_sample/texture/0049.png
/home/datasets/fullbody_train_sample/image/00051.png,/home/datasets/fullbody_train_sample/bodymesh/0050.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0050.png,/home/datasets/fullbody_train_sample/mask/0050.png,/home/datasets/fullbody_train_sample/texture/0050.png
/home/datasets/fullbody_train_sample/image/00052.png,/home/datasets/fullbody_train_sample/bodymesh/0051.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0051.png,/home/datasets/fullbody_train_sample/mask/0051.png,/home/datasets/fullbody_train_sample/texture/0051.png
/home/datasets/fullbody_train_sample/image/00053.png,/home/datasets/fullbody_train_sample/bodymesh/0052.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0052.png,/home/datasets/fullbody_train_sample/mask/0052.png,/home/datasets/fullbody_train_sample/texture/0052.png
/home/datasets/fullbody_train_sample/image/00054.png,/home/datasets/fullbody_train_sample/bodymesh/0053.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0053.png,/home/datasets/fullbody_train_sample/mask/0053.png,/home/datasets/fullbody_train_sample/texture/0053.png
/home/datasets/fullbody_train_sample/image/00055.png,/home/datasets/fullbody_train_sample/bodymesh/0054.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0054.png,/home/datasets/fullbody_train_sample/mask/0054.png,/home/datasets/fullbody_train_sample/texture/0054.png
/home/datasets/fullbody_train_sample/image/00056.png,/home/datasets/fullbody_train_sample/bodymesh/0055.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0055.png,/home/datasets/fullbody_train_sample/mask/0055.png,/home/datasets/fullbody_train_sample/texture/0055.png
/home/datasets/fullbody_train_sample/image/00057.png,/home/datasets/fullbody_train_sample/bodymesh/0056.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0056.png,/home/datasets/fullbody_train_sample/mask/0056.png,/home/datasets/fullbody_train_sample/texture/0056.png
/home/datasets/fullbody_train_sample/image/00058.png,/home/datasets/fullbody_train_sample/bodymesh/0057.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0057.png,/home/datasets/fullbody_train_sample/mask/0057.png,/home/datasets/fullbody_train_sample/texture/0057.png
/home/datasets/fullbody_train_sample/image/00059.png,/home/datasets/fullbody_train_sample/bodymesh/0058.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0058.png,/home/datasets/fullbody_train_sample/mask/0058.png,/home/datasets/fullbody_train_sample/texture/0058.png
/home/datasets/fullbody_train_sample/image/00060.png,/home/datasets/fullbody_train_sample/bodymesh/0059.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0059.png,/home/datasets/fullbody_train_sample/mask/0059.png,/home/datasets/fullbody_train_sample/texture/0059.png
/home/datasets/fullbody_train_sample/image/00061.png,/home/datasets/fullbody_train_sample/bodymesh/0060.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0060.png,/home/datasets/fullbody_train_sample/mask/0060.png,/home/datasets/fullbody_train_sample/texture/0060.png
/home/datasets/fullbody_train_sample/image/00062.png,/home/datasets/fullbody_train_sample/bodymesh/0061.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0061.png,/home/datasets/fullbody_train_sample/mask/0061.png,/home/datasets/fullbody_train_sample/texture/0061.png
/home/datasets/fullbody_train_sample/image/00063.png,/home/datasets/fullbody_train_sample/bodymesh/0062.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0062.png,/home/datasets/fullbody_train_sample/mask/0062.png,/home/datasets/fullbody_train_sample/texture/0062.png
/home/datasets/fullbody_train_sample/image/00064.png,/home/datasets/fullbody_train_sample/bodymesh/0063.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0063.png,/home/datasets/fullbody_train_sample/mask/0063.png,/home/datasets/fullbody_train_sample/texture/0063.png
/home/datasets/fullbody_train_sample/image/00065.png,/home/datasets/fullbody_train_sample/bodymesh/0064.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0064.png,/home/datasets/fullbody_train_sample/mask/0064.png,/home/datasets/fullbody_train_sample/texture/0064.png
/home/datasets/fullbody_train_sample/image/00066.png,/home/datasets/fullbody_train_sample/bodymesh/0065.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0065.png,/home/datasets/fullbody_train_sample/mask/0065.png,/home/datasets/fullbody_train_sample/texture/0065.png
/home/datasets/fullbody_train_sample/image/00067.png,/home/datasets/fullbody_train_sample/bodymesh/0066.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0066.png,/home/datasets/fullbody_train_sample/mask/0066.png,/home/datasets/fullbody_train_sample/texture/0066.png
/home/datasets/fullbody_train_sample/image/00068.png,/home/datasets/fullbody_train_sample/bodymesh/0067.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0067.png,/home/datasets/fullbody_train_sample/mask/0067.png,/home/datasets/fullbody_train_sample/texture/0067.png
/home/datasets/fullbody_train_sample/image/00069.png,/home/datasets/fullbody_train_sample/bodymesh/0068.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0068.png,/home/datasets/fullbody_train_sample/mask/0068.png,/home/datasets/fullbody_train_sample/texture/0068.png
/home/datasets/fullbody_train_sample/image/00070.png,/home/datasets/fullbody_train_sample/bodymesh/0069.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0069.png,/home/datasets/fullbody_train_sample/mask/0069.png,/home/datasets/fullbody_train_sample/texture/0069.png
/home/datasets/fullbody_train_sample/image/00071.png,/home/datasets/fullbody_train_sample/bodymesh/0070.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0070.png,/home/datasets/fullbody_train_sample/mask/0070.png,/home/datasets/fullbody_train_sample/texture/0070.png
/home/datasets/fullbody_train_sample/image/00072.png,/home/datasets/fullbody_train_sample/bodymesh/0071.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0071.png,/home/datasets/fullbody_train_sample/mask/0071.png,/home/datasets/fullbody_train_sample/texture/0071.png
/home/datasets/fullbody_train_sample/image/00073.png,/home/datasets/fullbody_train_sample/bodymesh/0072.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0072.png,/home/datasets/fullbody_train_sample/mask/0072.png,/home/datasets/fullbody_train_sample/texture/0072.png
/home/datasets/fullbody_train_sample/image/00074.png,/home/datasets/fullbody_train_sample/bodymesh/0073.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0073.png,/home/datasets/fullbody_train_sample/mask/0073.png,/home/datasets/fullbody_train_sample/texture/0073.png
/home/datasets/fullbody_train_sample/image/00075.png,/home/datasets/fullbody_train_sample/bodymesh/0074.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0074.png,/home/datasets/fullbody_train_sample/mask/0074.png,/home/datasets/fullbody_train_sample/texture/0074.png
/home/datasets/fullbody_train_sample/image/00076.png,/home/datasets/fullbody_train_sample/bodymesh/0075.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0075.png,/home/datasets/fullbody_train_sample/mask/0075.png,/home/datasets/fullbody_train_sample/texture/0075.png
/home/datasets/fullbody_train_sample/image/00077.png,/home/datasets/fullbody_train_sample/bodymesh/0076.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0076.png,/home/datasets/fullbody_train_sample/mask/0076.png,/home/datasets/fullbody_train_sample/texture/0076.png
/home/datasets/fullbody_train_sample/image/00078.png,/home/datasets/fullbody_train_sample/bodymesh/0077.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0077.png,/home/datasets/fullbody_train_sample/mask/0077.png,/home/datasets/fullbody_train_sample/texture/0077.png
/home/datasets/fullbody_train_sample/image/00079.png,/home/datasets/fullbody_train_sample/bodymesh/0078.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0078.png,/home/datasets/fullbody_train_sample/mask/0078.png,/home/datasets/fullbody_train_sample/texture/0078.png
/home/datasets/fullbody_train_sample/image/00080.png,/home/datasets/fullbody_train_sample/bodymesh/0079.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0079.png,/home/datasets/fullbody_train_sample/mask/0079.png,/home/datasets/fullbody_train_sample/texture/0079.png
/home/datasets/fullbody_train_sample/image/00081.png,/home/datasets/fullbody_train_sample/bodymesh/0080.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0080.png,/home/datasets/fullbody_train_sample/mask/0080.png,/home/datasets/fullbody_train_sample/texture/0080.png
/home/datasets/fullbody_train_sample/image/00082.png,/home/datasets/fullbody_train_sample/bodymesh/0081.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0081.png,/home/datasets/fullbody_train_sample/mask/0081.png,/home/datasets/fullbody_train_sample/texture/0081.png
/home/datasets/fullbody_train_sample/image/00083.png,/home/datasets/fullbody_train_sample/bodymesh/0082.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0082.png,/home/datasets/fullbody_train_sample/mask/0082.png,/home/datasets/fullbody_train_sample/texture/0082.png
/home/datasets/fullbody_train_sample/image/00084.png,/home/datasets/fullbody_train_sample/bodymesh/0083.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0083.png,/home/datasets/fullbody_train_sample/mask/0083.png,/home/datasets/fullbody_train_sample/texture/0083.png
/home/datasets/fullbody_train_sample/image/00085.png,/home/datasets/fullbody_train_sample/bodymesh/0084.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0084.png,/home/datasets/fullbody_train_sample/mask/0084.png,/home/datasets/fullbody_train_sample/texture/0084.png
/home/datasets/fullbody_train_sample/image/00086.png,/home/datasets/fullbody_train_sample/bodymesh/0085.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0085.png,/home/datasets/fullbody_train_sample/mask/0085.png,/home/datasets/fullbody_train_sample/texture/0085.png
/home/datasets/fullbody_train_sample/image/00087.png,/home/datasets/fullbody_train_sample/bodymesh/0086.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0086.png,/home/datasets/fullbody_train_sample/mask/0086.png,/home/datasets/fullbody_train_sample/texture/0086.png
/home/datasets/fullbody_train_sample/image/00088.png,/home/datasets/fullbody_train_sample/bodymesh/0087.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0087.png,/home/datasets/fullbody_train_sample/mask/0087.png,/home/datasets/fullbody_train_sample/texture/0087.png
/home/datasets/fullbody_train_sample/image/00089.png,/home/datasets/fullbody_train_sample/bodymesh/0088.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0088.png,/home/datasets/fullbody_train_sample/mask/0088.png,/home/datasets/fullbody_train_sample/texture/0088.png
/home/datasets/fullbody_train_sample/image/00090.png,/home/datasets/fullbody_train_sample/bodymesh/0089.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0089.png,/home/datasets/fullbody_train_sample/mask/0089.png,/home/datasets/fullbody_train_sample/texture/0089.png
/home/datasets/fullbody_train_sample/image/00091.png,/home/datasets/fullbody_train_sample/bodymesh/0090.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0090.png,/home/datasets/fullbody_train_sample/mask/0090.png,/home/datasets/fullbody_train_sample/texture/0090.png
/home/datasets/fullbody_train_sample/image/00092.png,/home/datasets/fullbody_train_sample/bodymesh/0091.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0091.png,/home/datasets/fullbody_train_sample/mask/0091.png,/home/datasets/fullbody_train_sample/texture/0091.png
/home/datasets/fullbody_train_sample/image/00093.png,/home/datasets/fullbody_train_sample/bodymesh/0092.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0092.png,/home/datasets/fullbody_train_sample/mask/0092.png,/home/datasets/fullbody_train_sample/texture/0092.png
/home/datasets/fullbody_train_sample/image/00094.png,/home/datasets/fullbody_train_sample/bodymesh/0093.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0093.png,/home/datasets/fullbody_train_sample/mask/0093.png,/home/datasets/fullbody_train_sample/texture/0093.png
/home/datasets/fullbody_train_sample/image/00095.png,/home/datasets/fullbody_train_sample/bodymesh/0094.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0094.png,/home/datasets/fullbody_train_sample/mask/0094.png,/home/datasets/fullbody_train_sample/texture/0094.png
/home/datasets/fullbody_train_sample/image/00096.png,/home/datasets/fullbody_train_sample/bodymesh/0095.png,0,360,0,640,Human is grasping a object,/home/datasets/fullbody_train_sample/seg/0095.png,/home/datasets/fullbody_train_sample/mask/0095.png,/home/datasets/fullbody_train_sample/texture/0095.png
